open,high,low,volume,log(volume),timestamp,open,high,low,close,volume,rsi_14,ema_10,sma_10,macd_line,macd_signal,bb_high,bb_low,williams_r,stoch_k,stoch_d,atr_14,adx,obv,cci,roc,spread_close_open,ratio_high_low,range_relative,close_over_high,close_over_low,close_mean_5,volume_mean_5,close_std_5,volume_std_5,close_zscore_5,volume_zscore_5,close_min_5,close_max_5,close_skew_5,close_kurt_5,close_mean_10,volume_mean_10,close_std_10,volume_std_10,close_zscore_10,volume_zscore_10,close_min_10,close_max_10,close_skew_10,close_kurt_10,close_mean_20,volume_mean_20,close_std_20,volume_std_20,close_zscore_20,volume_zscore_20,close_min_20,close_max_20,close_skew_20,close_kurt_20
2272.69,2275.56,2272.3,9.17255855,2.216216260437612,2024-01-01 00:55:00,2272.69,2275.56,2272.3,2273.75,9.17255855,,2279.185691535913,2279.654,,,,,,,,0.0,0.0,-30.81067168,,,1.0599999999999454,1.0014346697179068,0.0014337548103352,0.9992045913972823,1.0006381199665535,2275.502,5.770591064,4.028817444363073,3.2623251515532545,-0.4348670606684516,1.042804542146959,2271.01,2281.94,1.0880349983826882,2.127512722790968,2279.654,4.372548256,5.589985489943788,3.303773987656204,-1.056174476771203,1.452887004962852,2271.01,2288.61,-0.0309177094273735,-0.9545730843693312,,,,,,,,,,
2273.44,2277.84,2273.44,7.2278561,1.977942463843368,2024-01-01 01:00:00,2273.44,2277.84,2273.44,2277.84,7.2278561,,2278.9410203475654,2278.577,,,,,,,,0.0,0.0,-23.58281558,,-0.6620090535625436,4.400000000000091,1.0019353930607362,0.0019316545499245,1.0,1.0019353930607362,2274.682,6.858706889999999,2.528926649787445,2.393110504007211,1.2487511254095822,0.1542549787742226,2271.01,2277.84,-0.4537360567330636,0.6564430429225373,2278.577,4.380243637,4.627367982390181,3.3110462027465384,-0.1592698058171162,0.8600340462292201,2271.01,2285.25,-0.1795142166273823,-1.0959174419914806,,,,,,,,,,
2277.99,2277.99,2277.99,0.24,-1.4271163556401458,2024-01-01 01:05:00,2277.99,2277.99,2277.99,2277.99,0.24,36.080260340603104,2278.7681075570986,2277.851,,,,,-69.08768821966525,30.912311780334747,,3.245714285714257,0.0,-23.34281558,,-0.5409582689335537,0.0,1.0,0.0,1.0,1.0,2275.264,5.245072714,2.944177304444232,3.5914889080021304,0.9258953242675856,-1.3935926971257768,2271.01,2277.99,-0.7020602611253043,-0.8125017759102491,2277.851,3.990115612,3.989676817878553,3.562610742528089,0.0348399146961569,-1.0526313097396809,2271.01,2283.48,-0.2396280044691877,-0.8447204252695063,,,,,,,,,,
2276.61,2276.61,2271.56,13.33139421,2.5901217206192406,2024-01-01 01:10:00,2276.61,2276.61,2271.56,2272.39,13.33139421,28.99626750564623,2277.608451637626,2276.742,,,,,-93.88839681133898,6.111603188661023,,3.473163265306084,0.0,-36.67420979,,-0.7087271313155258,-4.220000000000255,1.0022231418056315,0.0022223297937414,0.9981463667470492,1.0003653876631038,2275.54,6.584667796,2.472609957111192,5.149846742107394,-1.2739575002279413,1.3100829503984692,2272.39,2277.99,-0.278692900993765,-2.2233690686529,2276.742,5.314959851,3.7873438361655656,4.329115794976191,-1.149090282863246,1.851748656920388,2271.01,2281.94,-0.01954818725767,-1.2200689131350155,,,,,,,,,,
2271.36,2272.22,2271.35,0.53121021,-0.6325974603720967,2024-01-01 01:15:00,2271.36,2272.22,2271.35,2272.22,0.53121021,28.81133324128018,2276.628733158057,2275.805,,,,,-93.55010660981026,6.449893390189749,14.49126945306184,3.29936588921279,0.0,-37.20542,,-0.570178317470745,0.8599999999996726,1.0003830321174632,0.0003828854600346,1.0,1.0003830321174632,2274.838,6.100603813999999,2.8713010988062693,5.664732022526713,-0.9117817706712682,-0.983169827249094,2272.22,2277.99,0.4306738441437713,-3.140982324760364,2275.805,5.365664883999999,3.609577537608654,4.262721853304135,-0.9931910210121432,-1.1341238861861702,2271.01,2281.94,0.365584981964967,-0.9388868243187082,,,,,,,,,,
2269.5,2273.56,2266.12,12.10726845,2.4938059706027698,2024-01-01 01:20:00,2269.5,2273.56,2266.12,2273.56,12.10726845,32.46752138906743,2276.070781674774,2275.151,,,,,-66.62180349932676,33.37819650067325,15.313231026508006,3.5951254685547376,0.0,-25.09815155,,-0.4344246500954715,4.059999999999945,1.0032831447584418,0.0032724009922764,1.0,1.0032831447584418,2274.8,6.687545793999999,2.890493037529435,6.190261813083251,-0.4289925572905342,0.8755239793808559,2272.22,2277.99,0.4740968178138799,-3.1764674659188743,2275.151,6.229068429,3.3262807057346744,4.689828731509976,-0.4783120069382391,1.2533933236208834,2271.01,2281.94,0.8733354073164111,0.4351680931540126,,,,,,,,,,
2271.28,2271.28,2271.28,0.35,-1.0498221244986778,2024-01-01 01:25:00,2271.28,2271.28,2271.28,2271.28,0.35,29.67484350136573,2275.1997304611787,2274.085,,,,,-71.46017699114861,28.539823008851386,22.7893042999048,3.501187935086524,0.0,-25.44815155,,-0.4518778571084176,0.0,1.0,0.0,1.0,1.0,2273.488,5.311974574,2.64394969695069,6.776594569101112,-0.8351142242025826,-0.7322224346465788,2271.28,2277.99,1.7385832232930598,3.219272352275389,2274.085,6.085340732000001,2.518991200198333,4.860015997879913,-1.1135410079157817,-1.1801073771160284,2271.01,2277.99,0.4800408234668423,-1.0250589895760822,,,,,,,,,,
2273.45,2275.14,2273.45,0.858752,-0.1522751064817689,2024-01-01 01:30:00,2273.45,2275.14,2273.45,2275.14,0.858752,39.208352205257846,2275.188870377328,2274.091,,,,,-50.110619469026446,49.889380530973554,37.26913334683272,3.526817368294606,0.0,-24.58939955,,-0.2175343186702353,1.6900000000000546,1.000743363610372,0.0007428114313844,1.0,1.000743363610372,2272.918,5.435724973999999,1.4831115939152646,6.665557557749064,1.4982014901076306,-0.686660183239889,2271.28,2275.14,0.8114414576995257,0.2829401160599936,2274.091,5.340398843999999,2.521694536089433,5.0487035875942095,0.4159901149751212,-0.8876827023500459,2271.01,2277.99,0.4712144852252469,-1.044965949493302,,,,,,,,,,
2274.98,2274.98,2274.92,0.68321616,-0.3809439833917296,2024-01-01 01:35:00,2274.98,2274.98,2274.92,2274.92,0.68321616,38.8848017548172,2275.1399848541773,2274.482,,,2291.595396494537,2265.9326035054632,-51.32743362831738,48.67256637168262,42.367256637169184,3.2906161277021195,0.0,-25.27261571,-45.503519188652575,-0.3076329789565011,-0.0599999999999454,1.0000263745538305,2.637455383044038e-05,0.9999736261417684,1.0,2273.424,2.906089363999999,1.676866124652205,5.147040313825828,0.8921403909393044,-0.4318740612986812,2271.28,2275.14,-0.2825223884938597,-2.164510926743384,2274.482,4.74537858,2.2826972349999552,5.226871063587433,0.1918782715834456,-0.7771690501988312,2271.28,2277.99,0.3341052385308888,-0.8610404828722393,2278.764,4.4356533805,6.582367515208013,4.146594517453079,-0.5839844085154481,-0.9049443355760818,2271.01,2293.02,0.8158386528286828,-0.3220371439933129
2273.71,2273.71,2273.71,0.32988163,-1.109021385838454,2024-01-01 01:40:00,2273.71,2273.71,2273.71,2273.71,0.32988163,37.07276990636385,2274.879987607963,2274.28,,,2288.99572514733,2266.601274852669,-52.05306380290474,47.94693619709526,48.836294366583815,3.1420006900091133,0.0,-25.60249734,-55.75649595663572,-0.0602176626755934,0.0,1.0,0.0,1.0,1.0,2273.722,2.865823648,1.535877599291689,5.170995663839456,-0.0078131226119223,-0.4904165818072001,2271.28,2275.14,-1.149619668863558,1.3595996437773994,2274.28,4.483213731,2.249118345784244,5.390042743345379,-0.2534326399800701,-0.7705564313247351,2271.28,2277.99,0.6577535429777195,-0.3901677519282341,2277.7985,4.1247703465,5.744055302292323,4.212481437418698,-0.7117793588039119,-0.900867759983629,2271.01,2290.38,0.8597096430124099,-0.2086937403187908
2272.51,2275.21,2272.51,14.76034643,2.691944289764099,2024-01-01 01:45:00,2272.51,2275.21,2272.51,2275.21,14.76034643,40.75833243959956,2274.9399898610604,2274.4260000000004,,,2286.6710850894387,2267.408914910561,-31.654135338345704,68.34586466165429,54.9884557434774,3.110429212151306,0.0,-10.84215091,-42.74865052431659,0.1849397404678895,2.699999999999818,1.0011881135836584,0.0011867036449381,1.0,1.0011881135836584,2274.052,3.396439244,1.6642625994734754,6.356579077052723,0.6958036552442262,1.7877394504575193,2271.28,2275.21,-1.6130456192668234,2.236482776973645,2274.4260000000004,5.041992519,2.2582599004073214,6.164235658827072,0.3471699603124693,1.576570794642398,2271.28,2277.99,0.4184753024388345,-0.6674707792628821,2277.04,4.7072703875,4.940642404427217,4.825673078103575,-0.3703971771687218,2.0832484670616607,2271.01,2288.61,0.8928508589061656,-0.0043567181031824
2276.19,2278.26,2275.67,6.74816173,1.9092701314978788,2024-01-01 01:50:00,2276.19,2278.26,2275.67,2278.26,6.74816173,47.492443035192665,2275.54362806814,2274.468,,,2284.597849837624,2268.447150162376,-0.0,100.0,72.09760028624986,3.1061128398547977,0.0,-4.09398918,18.50079131050325,0.1111731180764062,2.070000000000164,1.001138126353997,0.0011368324949742,1.0,1.001138126353997,2275.448,4.676071589999999,1.6851023707800217,6.232783228671306,1.6687413469715189,0.3324502174996586,2273.71,2278.26,1.4625386255019908,3.121620935849497,2274.468,4.994023082,2.3315269198076627,6.147178344853825,1.6264019805154937,0.2853567197165338,2271.28,2278.26,0.4942332927983198,-0.5749370348038906,2276.5225,4.687133359500001,4.142567059458232,4.815769507713182,0.419425919981948,0.4279748786147158,2271.01,2285.25,0.6607851367251167,-0.5033755576882983
2278.45,2278.45,2278.45,0.3292058,-1.1110721918654098,2024-01-01 01:55:00,2278.45,2278.45,2278.45,2278.45,0.3292058,47.88983026122924,2276.072059328478,2274.514,,,2283.2717929830847,2269.093207016915,-0.0,100.0,89.44862155388478,2.8978190655794265,0.0,-3.76478338,53.72684668600251,0.2067069818581558,0.0,1.0,0.0,1.0,1.0,2276.11,4.57016235,2.1262760874376965,6.317783959010329,1.1005155980566947,-0.6712728034885731,2273.71,2278.45,0.2823051968641654,-2.6679796469814456,2274.514,5.002943662,2.411888149242124,6.139572944556215,1.631916472261156,-0.7612480386187235,2271.28,2278.45,0.5674792617617079,-0.4952569914505658,2276.1825,4.496529637,3.6367305661169698,4.91296921955211,0.6234995853489897,-0.8482291768520204,2271.01,2283.48,0.489700431908818,-0.664321583525678
2279.66,2281.69,2276.34,6.20065446,1.8246548445447013,2024-01-01 02:00:00,2279.66,2281.69,2276.34,2276.34,6.20065446,43.91500060663491,2276.120775814209,2274.909,,,2282.078702299623,2269.572297700377,-34.3609505459207,65.6390494540793,88.54634981802644,3.072974846609461,0.0,-9.96543784,58.443443567988616,-0.0658518596565166,-3.319999999999709,1.0023502640203132,0.0023502640203132,0.9976552467688424,1.0,2276.394,5.673650009999999,2.019759886721686,5.939682343544736,-0.0267358513032363,0.0887260327267754,2273.71,2278.45,-0.2936466995756153,-1.7015750470434303,2274.909,4.289869687,2.3479894472622544,5.438912076271231,0.6094575943126915,0.351317459485387,2271.28,2278.45,0.1457476276629999,-0.6151456247388535,2275.8255,4.802414769,3.207825095311203,4.813146046747716,0.1603890438890378,0.2905043141054908,2271.01,2281.94,0.3976646287782791,-0.608286672636069
2279.07,2279.07,2279.07,0.24,-1.4271163556401458,2024-01-01 02:05:00,2279.07,2279.07,2279.07,2279.07,0.24,49.72879170334582,2276.656998393444,2275.594,-2.3076414037668656,,2281.573042287241,2269.8259577127583,-16.827231856132713,83.17276814386729,82.93727253264886,3.048476643280215,0.0,-9.72543784,89.74737371419205,0.0474102169017591,0.0,1.0,0.0,1.0,1.0,2277.4660000000003,5.655673683999999,1.622414866799477,5.959999613243931,0.988649717666857,-0.908670140173438,2275.21,2279.07,-0.7151168940947252,-1.6016908780855346,2275.594,4.260748666,2.472255829986055,5.462003338618128,1.4060033584872644,-0.7361307594911207,2271.28,2279.07,-0.1028169339363352,-0.6019986541004242,2275.6995,4.813206774999999,3.01306361838314,4.802097687860822,1.118628886372175,-0.9523352235337832,2271.01,2281.94,0.2828563731308124,-0.6004221268580291
2280.94,2282.89,2280.94,7.30425342,1.988456838747728,2024-01-01 02:10:00,2280.94,2282.89,2280.94,2282.89,7.30425342,56.52054894550657,2277.7902714128177,2276.527,-1.6428237599425302,,2282.2334066182884,2269.4445933817115,-0.0,100.0,82.93727253264886,3.1035854544744645,0.0,-2.4211844199999994,169.06962892242333,0.4620685709759329,1.949999999999818,1.0008549106947136,0.0008541804467143,1.0,1.0008549106947136,2279.002,4.164455081999999,2.401180959447627,3.5633715179206216,1.6192032444294926,0.8811313449101728,2276.34,2282.89,1.183784674605691,2.495486206673231,2276.527,3.780447163,3.2557301621756856,4.87498692156373,1.954400298256803,0.7228339919052916,2271.28,2282.89,0.4445813767716592,0.5910239068105057,2275.839,5.004757796,3.280261382396997,4.822200031151767,2.1495238269236725,0.4768561256573949,2271.01,2282.89,0.5521466109120041,-0.1441439287581186
2282.31,2282.31,2280.84,2.65359588,0.9759156560417224,2024-01-01 02:15:00,2282.31,2282.31,2280.84,2281.04,2.65359588,52.800137810062616,2278.3811311559416,2277.503,-1.2508119448675643,,2282.0266540093294,2269.5613459906704,-11.031604054859338,88.96839594514066,90.71372136300263,3.028329350583412,36.10013367557682,-5.0747803,147.66326554788725,0.388166638793786,-1.2699999999999818,1.0006444993949597,0.0006444428857011,0.9994435462316688,1.0000876869925115,2279.558,3.3455419119999994,2.5059868315725318,3.2804164325685496,0.5913837939323893,-0.2109323758807685,2276.34,2282.89,0.1442153207042895,-0.4918915043364234,2277.503,4.010806751,2.957258678049901,4.7476385714582765,1.1960401118283837,-0.2858707230072741,2273.71,2282.89,0.5750689544181263,-0.5782334556925599,2275.794,5.0480737415,3.1972840448044053,4.795595038734928,1.6407675785092843,-0.4993077693506956,2271.01,2282.89,0.4885850241219112,-0.1973283309676689
2280.94,2281.45,2280.67,0.89960513,-0.105799356378776,2024-01-01 02:20:00,2280.94,2281.45,2280.67,2280.67,0.89960513,52.0620290937356,2278.797289127589,2278.056,-0.958941583257456,,2282.6451520753926,2269.501847924608,-13.237924865830664,86.76207513416934,91.91015702643664,2.8677343969702926,33.52702307574688,-5.97438543,116.61705480651187,0.3127254174070676,-0.2699999999999818,1.0003420047617584,0.0003420047617584,0.9996581121655088,1.0,2280.002,3.459621778,2.456780413471188,3.156888500015301,0.2719005721216664,-0.8109303347228106,2276.34,2282.89,-0.68600482851058,0.6299149361591425,2278.056,4.014892064,2.983220482039062,4.744641509958292,0.8762342628505073,-0.6565905827577234,2273.71,2282.89,0.0913961425994941,-1.0302139600957854,2276.0735,4.677645453999999,3.371186383394147,4.816605705264713,1.3634665892819309,-0.7843781607181326,2271.01,2282.89,0.3172832916562599,-0.7059948430013964
2280.09,2280.09,2280.09,0.24,-1.4271163556401458,2024-01-01 02:30:00,2280.09,2280.09,2280.09,2280.09,0.24,50.86173572238442,2279.032327468027,2278.5730000000003,-0.7656079200787644,,2282.8883800491767,2270.166619950824,-16.696481812759274,83.30351818724073,86.34466308885023,2.7043247971866955,31.30189819468156,-6.21438543,87.2379622626925,0.3878870064457022,0.0,1.0,0.0,1.0,1.0,2280.752,2.267490886,1.4078423207222828,2.983731050102857,-0.470223113949418,-0.6795152954319079,2279.07,2282.89,0.7089146026744578,1.2586499216847191,2278.5730000000003,3.970570448,2.823044259111512,4.781151758395567,0.537363165704411,-0.7802660606723524,2273.71,2282.89,-0.3450995494574293,-0.4868420343647202,2276.5275,4.357974514,3.2630626153328137,4.8915500582592015,1.091765748919484,-0.8418547219090505,2271.28,2282.89,0.210528837305198,-0.8691231399892209
2278.41,2278.41,2278.41,0.09466631,-2.357397097101772,2024-01-01 02:35:00,2278.41,2278.41,2278.41,2278.41,0.09466631,47.44931745388151,2278.9191770192947,2279.043,-0.7394278942824712,,2283.0623226815005,2270.260677318499,-38.58742463393751,61.41257536606249,77.15938956249086,2.6311587402448096,29.702599634503947,-6.30905174,43.88483743542718,0.1437274189720185,0.0,1.0,0.0,1.0,1.0,2280.62,2.238424148,1.6199382704340342,3.0090208908529656,-1.3642495151422689,-0.7124436538532338,2278.41,2282.89,0.0812112651979432,1.16964073186249,2279.043,3.947048916,2.2581951987305664,4.801587635865411,-0.2803123487093159,-0.8023143381211387,2275.21,2282.89,-0.0802405362640246,-0.0334509837453802,2276.6615,4.2151313235,3.2835527533776987,4.9757707942646885,0.5325024847557318,-0.8281058722096775,2271.28,2282.89,0.0823588488459785,-0.9579234451665418
2278.25,2278.49,2278.25,0.55124,-0.5955849929751931,2024-01-01 02:40:00,2278.25,2278.49,2278.25,2278.49,0.55124,47.62950432931266,2278.8411448339684,2279.371,-0.7041081829688665,,2283.200814733494,2270.5961852665064,-42.38921001927011,57.61078998072989,67.44229451134437,2.4603616873701646,28.261911789031547,-5.75781174,39.48275728485319,0.1569285952912502,0.2399999999997817,1.0001053440140455,0.0001053329178533,1.0,1.0001053440140455,2279.74,0.8878214639999996,1.225642688558077,1.034426528617267,-1.0198730932508386,-0.3253797681019579,2278.41,2281.04,-0.2854925005929647,-2.909625087879015,2279.371,2.526138273,1.838873145287341,3.0168312834985573,-0.4790977573728439,-0.6546266885398215,2276.34,2282.89,0.4287007860630151,0.4770991487076058,2276.8985,3.784065396,3.2330192422960384,4.896503925688839,0.4922643141676088,-0.6602313497676218,2271.28,2282.89,-0.1052434763937014,-0.8390096424649223
2278.79,2278.79,2275.88,0.53580007,-0.623994191225874,2024-01-01 02:45:00,2278.79,2278.79,2275.88,2275.88,0.53580007,42.50849332585991,2278.302754864156,2279.1330000000003,-0.8766171478032447,,2283.102161606276,2270.4988383937243,-67.53371868978803,32.466281310211976,50.49654888566812,2.492478709700857,27.558186930778653,-6.29361181,2.682896437865846,0.09543873229216,-2.9099999999998545,1.001278626289611,0.0012786262896109,0.9987230065078396,1.0,2278.708,0.4642623019999997,1.8636845226630347,0.3118897751977101,-1.5174242022244306,0.2293687504011689,2275.88,2280.67,-0.8021483312058963,0.541720463135146,2279.1330000000003,1.9049021070000005,2.129668988367529,2.670581694630491,-1.5274674222935003,-0.5126606086429544,2275.88,2282.89,0.1049539033330377,-0.1762202607550723,2276.8005000000003,3.4494625944999995,3.232684195102718,4.877400168722019,-0.2847478888889503,-0.5973802484333451,2271.28,2282.89,-0.0074660240424752,-0.8463859727574615
2276.04,2276.04,2275.57,0.53910703,-0.617841156357265,2024-01-01 02:50:00,2276.04,2276.04,2275.57,2275.57,0.53910703,41.93182083005036,2277.8058903434003,2278.8450000000003,-1.02651314990635,-1.1586100086242344,2282.978088651437,2270.380911348563,-70.52023121387238,29.479768786127625,39.85228002568983,2.34801594472221,26.98418151389998,-6.83271884,-20.925358948591448,0.0158227152658491,-0.4699999999997999,1.0002065416576944,0.0002065416576944,0.9997935009929528,1.0,2277.688,0.3921626819999996,1.9163037337570576,0.2116527267064759,-1.105252764835687,0.6942709894958529,2275.57,2280.09,-0.0391075349486238,-1.9950124944642225,2278.8450000000003,1.92589223,2.4087444862446787,2.6576144435917555,-1.3596294744844175,-0.5218157973756966,2275.57,2282.89,0.0769306467000225,-0.8630469108252308,2276.6795,3.464417946,3.231107802531922,4.867489690345061,-0.3433806817372705,-0.6009896480731163,2271.28,2282.89,0.1112650003568158,-0.8318978968072911
2272.35,2275.48,2272.35,0.98783079,-0.0122438610840115,2024-01-01 02:55:00,2272.35,2275.48,2272.35,2274.89,0.98783079,40.62976461515454,2277.275728462782,2278.7,-1.1864998962842035,-1.1641879861562283,2282.851831560284,2270.7571684397158,-75.90132827324504,24.09867172675496,28.68157394103152,2.410300520099213,27.2118305695128,-7.82054963,-57.30808427939726,-0.1479199037862379,2.539999999999964,1.0013774286531565,0.0013758907024076,0.999740714047146,1.0011177855524016,2276.648,0.5417288399999995,1.6837517631790515,0.3158339523743494,-1.0440969021947912,1.412457231549469,2274.89,2278.49,0.3998924955027444,-2.9608727940763955,2278.7,1.404609863,2.611410857502307,2.1973530758067565,-1.4589814502203735,-0.1896732380375329,2274.89,2282.89,-0.0910574410054311,-0.9275868580911388,2276.8045,2.847239775,3.102215634366676,4.300029053013482,-0.6171395627018401,-0.4324177725489824,2271.28,2282.89,0.1347032766208965,-0.6493941044541186
2276.36,2276.37,2276.36,0.32947481,-1.1102553771273636,2024-01-01 03:00:00,2276.36,2276.37,2276.36,2276.37,0.32947481,44.65768451283305,2277.111050560458,2278.43,-1.180261593346586,-1.1674027075943,2282.6893430405444,2271.334656959456,-61.85958254269454,38.14041745730546,30.572952656729356,2.3438504829492706,27.070874777943768,-7.491074820000001,-13.302227118581364,-0.0912901314490082,0.0099999999997635,1.0000043929782634,4.392958965266425e-06,1.0,1.0000043929782634,2276.24,0.5886905399999997,1.3675159962528805,0.2414353966780776,0.0950628733820053,-1.0736442690946006,2274.89,2278.49,1.3987278716645553,2.425622000053419,2278.43,1.413557344,2.706744662261452,2.192260211969137,-0.7610618130041276,-0.4945044972678004,2274.89,2282.89,0.204726598980194,-1.2527955503535952,2277.012,2.837153005,2.91241552847978,4.30598029607103,-0.2204355778639151,-0.5823710334411235,2271.28,2282.89,0.1527833330133798,-0.3583195667597625
2278.0,2278.12,2277.01,21.82386877,3.0830042685381343,2024-01-01 03:05:00,2278.0,2278.12,2277.01,2277.32,21.82386877,47.13688352697624,2277.1490413676474,2277.8730000000005,-1.0861402837135756,-1.1511502228181552,2282.6522068926274,2271.747793107372,-52.8462998102441,47.1537001897559,36.464263124605445,2.301432591310037,26.27547878519112,14.33279395,8.28460038987581,0.0430515652319081,-0.6799999999998363,1.0004874813900684,0.0004874150317037,0.9996488332484682,1.0001361434512803,2276.0060000000003,4.843216293999999,0.9097417215931566,9.495520116912369,1.4443659874131634,1.7882803961160536,2274.89,2277.32,0.466048787949303,0.3693969042901036,2277.8730000000005,2.865518879,2.2155062125373943,6.700353496380749,-0.2496043553707726,2.8294551774381023,2274.89,2281.04,0.1876634864588295,-1.490556668719636,2277.2,3.322983021,2.796923121462646,5.722198597434878,0.0429042897459376,3.2331778483349907,2271.28,2282.89,0.0581140641781354,-0.0236333158895527
