close_mean_5,volume_mean_5,close_std_5,volume_std_5,close_zscore_5,volume_zscore_5,close_min_5,close_max_5,close_skew_5,close_kurt_5,close_mean_10,volume_mean_10,close_std_10,volume_std_10,close_zscore_10,volume_zscore_10,close_min_10,close_max_10,close_skew_10,close_kurt_10,close_mean_20,volume_mean_20,close_std_20,volume_std_20,close_zscore_20,volume_zscore_20,close_min_20,close_max_20,close_skew_20,close_kurt_20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288.148,4.206604456,3.8444856613076257,2.844267987694714,-1.2142066354885017,-1.449811569739682,2283.48,2293.02,0.005912968156681428,-1.5132486213738296,,,,,,,,,,,,,,,,,,,,
2285.862,2.90192797,3.6146327614296605,2.9942190331000713,-1.1818628009973196,-0.9611080746556128,2281.59,2290.38,0.18762101477242707,-1.855895050165227,,,,,,,,,,,,,,,,,,,,
2283.806,2.974505448,3.3134166656188646,3.0049128334192505,-1.1184829358935882,0.16597072183039152,2280.1,2288.61,0.5963362185512225,-0.22490231705311103,,,,,,,,,,,,,,,,,,,,
2282.472,1.9017803839999998,1.9634586830388343,1.8928503710164486,-0.27095044300946497,-0.060492586077214465,2280.1,2285.25,0.45579645104444055,-0.18407478747674352,,,,,,,,,,,,,,,,,,,,
2280.438,2.73515851,3.227200024789517,3.4236462339579266,-1.6602627537317374,1.627800300954952,2275.08,2283.48,-1.4974105322349853,2.5636065438030093,,,,,,,,,,,,,,,,,,,,
2277.9440000000004,4.045251906,4.748487127496731,3.4082958928206795,-1.4602545639953342,0.7593727115805234,2271.01,2281.94,-0.9128949400720403,-1.0364939404540543,2283.046,4.125928181,6.746331019318869,2.960676569240584,-1.7840808530641588,0.8469316253761463,2271.01,2293.02,-0.32087567513040205,-0.24425497749008787,,,,,,,,,,
2276.772,4.630725954000001,4.328194773806136,2.7285101489309125,-0.24074702143859397,-0.6154259073062069,2271.01,2281.94,-0.115058454325523,-1.0626284823822232,2281.317,3.766326962,6.089751043990289,2.8501913615618677,-0.9174430875156311,-0.2858744339023966,2271.01,2290.38,-0.1907949760400983,-0.59211031525875,,,,,,,,,,
2275.502,5.7705910639999995,4.028817444363073,3.2623251515532545,-0.43486706066845165,1.042804542146959,2271.01,2281.94,1.0880349983826882,2.127512722790968,2279.654,4.372548256,5.589985489943788,3.3037739876562036,-1.056174476771203,1.452887004962852,2271.01,2288.61,-0.030917709427373548,-0.9545730843693312,,,,,,,,,,
2274.682,6.858706889999999,2.528926649787445,2.393110504007211,1.2487511254095822,0.15425497877422262,2271.01,2277.84,-0.45373605673306366,0.6564430429225373,2278.5769999999998,4.380243637,4.627367982390181,3.3110462027465384,-0.15926980581711628,0.8600340462292201,2271.01,2285.25,-0.17951421662738237,-1.0959174419914806,,,,,,,,,,
