spread_close_open,ratio_high_low,range_relative,close_over_high,close_over_low
-0.15000000000009095,1.0005017276883879,0.0005015220102746993,0.9999084261064088,1.0004101078496388
-2.0399999999999636,1.0014015141592225,0.001401514159222503,0.9986004473336559,1.0
-1.1599999999998545,1.0005068578744303,0.0005068578744302674,0.9994933989003263,1.0
-3.1599999999998545,1.0013827808773657,0.0013827808773656512,0.9986191285652484,1.0
0.0,1.0,0.0,1.0,1.0
0.03000000000020009,1.0000131488981223,1.3148725231176542e-05,1.0,1.0000131488981223
-3.7899999999999636,1.0017981667470726,0.001798166747072457,0.998205060852815,1.0
1.1599999999998545,1.0006182746191692,0.000617895299613423,0.9999956177830366,1.000613889692792
-4.3400000000001455,1.0027274086977944,0.0027251788948082145,0.9980960068789428,1.0008182226093383
-2.869999999999891,1.0012637548931973,0.0012637548931972518,0.9987378401674671,1.0
-0.8200000000001637,1.0009629082467155,0.0009623285714913696,0.999639805846566,1.000602367259361
1.0599999999999454,1.0014346697179068,0.001433754810335245,0.9992045913972825,1.0006381199665537
4.400000000000091,1.0019353930607362,0.0019316545499245296,1.0,1.0019353930607362
0.0,1.0,0.0,1.0,1.0
-4.220000000000255,1.0022231418056315,0.0022223297937414713,0.9981463667470493,1.0003653876631038
0.8599999999996726,1.0003830321174632,0.0003828854600346317,1.0,1.0003830321174632
4.059999999999945,1.0032831447584418,0.003272400992276454,1.0,1.0032831447584418
0.0,1.0,0.0,1.0,1.0
1.6900000000000546,1.000743363610372,0.0007428114313844664,1.0,1.000743363610372
-0.05999999999994543,1.0000263745538305,2.637455383044038e-05,0.9999736261417683,1.0
0.0,1.0,0.0,1.0,1.0
2.699999999999818,1.0011881135836584,0.0011867036449381895,1.0,1.0011881135836584
2.0700000000001637,1.001138126353997,0.0011368324949742985,1.0,1.001138126353997
0.0,1.0,0.0,1.0,1.0
-3.319999999999709,1.0023502640203132,0.0023502640203132696,0.9976552467688424,1.0
0.0,1.0,0.0,1.0,1.0
1.949999999999818,1.0008549106947136,0.0008541804467143919,1.0,1.0008549106947136
-1.2699999999999818,1.0006444993949597,0.0006444428857011713,0.9994435462316688,1.0000876869925115
-0.2699999999999818,1.0003420047617584,0.00034200476175849436,0.9996581121655089,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.23999999999978172,1.0001053440140457,0.0001053329178533949,1.0,1.0001053440140457
-2.9099999999998545,1.001278626289611,0.0012786262896109875,0.9987230065078397,1.0
-0.4699999999997999,1.0002065416576944,0.0002065416576944677,0.9997935009929527,1.0
2.5399999999999636,1.0013774286531565,0.0013758907024076369,0.999740714047146,1.0011177855524016
0.009999999999763531,1.0000043929782634,4.392958965266425e-06,1.0,1.0000043929782634
-0.6799999999998363,1.0004874813900684,0.0004874150317037889,0.9996488332484682,1.0001361434512803
-2.630000000000109,1.001305735564368,0.0013057355643680392,0.9986959671576913,1.0
3.349999999999909,1.0014713180814012,0.00146915648490054,1.0,1.0014713180814012
-3.2899999999999636,1.0014463763655947,0.0014463763655946909,0.9985557126175404,1.0
-0.3200000000001637,1.000140621017569,0.00014062101756891034,0.9998593987539214,1.0
0.9800000000000182,1.0004345593173467,0.00043437246341828387,0.9999956124186105,1.0004301698292928
-0.5100000000002183,1.000223564583863,0.00022356458386311637,0.9997764853860885,1.0
-0.21000000000003638,1.0000920616550055,9.206165500553965e-05,0.9999079468195626,1.0
0.0,1.0,0.0,1.0,1.0
1.7899999999999636,1.0009898258169347,0.0009890504240662066,0.9997943548210669,1.0007839770850944
-0.4800000000000182,1.0004377555397963,0.0004377555397963561,0.9995624360062659,1.0
0.0,1.0,0.0,1.0,1.0
0.5500000000001819,1.0004862215330435,0.0004859852365566533,1.0,1.0004862215330435
-0.40000000000009095,1.0001750769244238,0.00017507692442370846,0.9998249537221402,1.0
2.0600000000004,1.0011520434535022,0.0011507177766207877,1.0,1.0011520434535022
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
2.0799999999999272,1.0009376177498925,0.0009367394463606677,1.0,1.0009376177498925
-0.07000000000016371,1.0000306424853682,3.06424853682849e-05,0.9999693584535648,1.0
-0.009999999999763531,1.0003062478945457,0.0003062478945456454,0.9996938458645137,1.0
-0.5799999999999272,1.0002539260024603,0.00025392600246042354,0.9997461384595857,1.0
-1.8399999999996908,1.0008053891036106,0.0008053891036105465,0.9991952590260011,1.0
0.0,1.0,0.0,1.0,1.0
0.47999999999956344,1.0002405412615731,0.00024049077608547794,0.9999693930198594,1.000209926919191
-0.7799999999997453,1.0005213901400305,0.0005213901400305186,0.9994788815659827,1.0
-1.2600000000002183,1.0005525104143829,0.0005525104143829065,0.9994477946848046,1.0
-0.4299999999998363,1.0001885129832837,0.00018851298328364903,0.9998115225471632,1.0
0.0,1.0,0.0,1.0,1.0
1.3900000000003274,1.000937880740137,0.0009373097458315239,0.9996716114682033,1.000609184219061
0.2899999999999636,1.0001268785684598,0.00012686247233084142,1.0,1.0001268785684598
2.4099999999998545,1.0011235512964558,0.0011223246531493496,0.9999694317804677,1.0010929487319609
-0.5099999999997635,1.0006378777022422,0.0006376743231261923,0.9996812644631707,1.000318938851121
-0.9400000000000546,1.000947979100774,0.0009478258970495415,0.9992144026186579,1.000161636989533
-1.6299999999996544,1.0007121698022525,0.0007121698022525774,0.9992883370226293,1.0
-1.5299999999997453,1.0006687238301704,0.0006687238301702603,0.9993317230625429,1.0
-2.0099999999997635,1.000908304876025,0.0009083048760250863,0.9990925193930351,1.0
